"","stock","species","broodyear","recruits","spawners"
"7619","Yankee Fork","Chinook",2006,1718,6
"7620","Yankee Fork","Chinook",2007,837,0
"7621","Yankee Fork","Chinook",2008,854,1934
"7628","Cedar River","Chinook",1965,529,1047
"7629","Cedar River","Chinook",1966,4016,1884
"7630","Cedar River","Chinook",1967,2850,1352
"7631","Cedar River","Chinook",1968,250,1451
"7632","Cedar River","Chinook",1969,2969,493
"7633","Cedar River","Chinook",1970,2513,1746
"7634","Cedar River","Chinook",1971,556,505
"7635","Cedar River","Chinook",1972,2866,451
"7636","Cedar River","Chinook",1973,53,1036
"7637","Cedar River","Chinook",1974,6265,590
"7638","Cedar River","Chinook",1975,1909,657
"7639","Cedar River","Chinook",1976,6753,485
"7640","Cedar River","Chinook",1977,1468,689
"7641","Cedar River","Chinook",1978,2397,967
"7642","Cedar River","Chinook",1979,3861,1268
"7643","Cedar River","Chinook",1980,1941,1392
"7644","Cedar River","Chinook",1981,5268,669
"7645","Cedar River","Chinook",1982,306,786
"7646","Cedar River","Chinook",1983,1788,855
"7647","Cedar River","Chinook",1984,815,906
"7648","Cedar River","Chinook",1985,505,841
"7649","Cedar River","Chinook",1986,2438,978
"7650","Cedar River","Chinook",1987,39,1559
"7651","Cedar River","Chinook",1988,4021,593
"7652","Cedar River","Chinook",1989,650,559
"7653","Cedar River","Chinook",1990,76,529
"7654","Cedar River","Chinook",1991,2383,523
"7655","Cedar River","Chinook",1992,1028,736
"7656","Cedar River","Chinook",1993,162,253
"7657","Cedar River","Chinook",1994,315,663
"7658","Cedar River","Chinook",1995,963,960
"7659","Cedar River","Chinook",1996,14,435
"7660","Cedar River","Chinook",1997,1769,371
"7661","Cedar River","Chinook",1998,1792,605
"7662","Cedar River","Chinook",1999,713,494
"7663","Cedar River","Chinook",2000,2218,142
"7664","Cedar River","Chinook",2001,2164,996
"7665","Cedar River","Chinook",2002,2327,726
"7666","Cedar River","Chinook",2003,6225,841
"7667","Cedar River","Chinook",2004,4499,1274
"7668","Cedar River","Chinook",2005,2091,866
"7669","Cedar River","Chinook",2006,673,1538
"7670","Cedar River","Chinook",2007,1170,2223
"7671","Cedar River","Chinook",2008,1643,1530
"7672","Cedar River","Chinook",2009,3208,744
"7673","Cedar River","Chinook",2010,4054,715
"7677","Green River","Chinook",1968,9805,4963
"7678","Green River","Chinook",1969,355,4270
"7679","Green River","Chinook",1970,22631,11569
"7680","Green River","Chinook",1971,7136,5848
"7681","Green River","Chinook",1972,27872,4767
"7682","Green River","Chinook",1973,2139,3370
"7683","Green River","Chinook",1974,345,5346
"7684","Green River","Chinook",1975,17056,3486
"7685","Green River","Chinook",1976,20802,3150
"7686","Green River","Chinook",1977,465,4329
"7687","Green River","Chinook",1978,814,3884
"7688","Green River","Chinook",1979,41177,9726
"7689","Green River","Chinook",1980,17425,7765
"7690","Green River","Chinook",1981,8954,4788
"7691","Green River","Chinook",1982,285,2016
"7692","Green River","Chinook",1983,18308,3844
"7693","Green River","Chinook",1984,19912,3363
"7694","Green River","Chinook",1985,11576,3218
"7695","Green River","Chinook",1986,31991,5407
"7696","Green River","Chinook",1987,7805,10729
"7697","Green River","Chinook",1988,12407,8466
"7698","Green River","Chinook",1989,2355,11512
"7699","Green River","Chinook",1990,6561,7104
"7700","Green River","Chinook",1991,4592,10548
"7701","Green River","Chinook",1992,4790,5583
"7702","Green River","Chinook",1993,4465,2526
"7703","Green River","Chinook",1994,2117,4076
"7704","Green River","Chinook",1995,6235,9199
"7705","Green River","Chinook",1996,5269,6349
"7706","Green River","Chinook",1997,12730,7429
"7707","Green River","Chinook",1998,26074,6250
"7708","Green River","Chinook",1999,1484,7501
"7709","Green River","Chinook",2000,13266,4863
"77101","Green River","Chinook",2001,1647,6603
"7711","Green River","Chinook",2002,12013,8086
"7712","Green River","Chinook",2003,4207,5899
"7713","Green River","Chinook",2004,18547,8324
"7714","Green River","Chinook",2005,267,2619
"7715","Green River","Chinook",2006,2941,6322
"7716","Green River","Chinook",2007,1308,4313
"7717","Green River","Chinook",2008,4091,6571
"7718","Green River","Chinook",2009,5308,701
"7719","Green River","Chinook",2010,2718,2273
"7720","Green River","Chinook",2011,3993,1067
"7724","Lower Sauk River","Chinook",1952,3957,568
"7725","Lower Sauk River","Chinook",1953,2913,588
"7726","Lower Sauk River","Chinook",1954,5288,586
"7727","Lower Sauk River","Chinook",1955,3822,648
"7728","Lower Sauk River","Chinook",1956,9020,569
"7729","Lower Sauk River","Chinook",1957,7082,414
"7730","Lower Sauk River","Chinook",1958,3932,712
"7731","Lower Sauk River","Chinook",1959,8752,537
"7732","Lower Sauk River","Chinook",1960,3142,1168
"7733","Lower Sauk River","Chinook",1961,4327,1052
"7734","Lower Sauk River","Chinook",1962,8094,551
"7735","Lower Sauk River","Chinook",1963,4085,1170
"7736","Lower Sauk River","Chinook",1964,10004,517
"7737","Lower Sauk River","Chinook",1965,5856,543
"7738","Lower Sauk River","Chinook",1966,13818,1102
"7739","Lower Sauk River","Chinook",1967,12785,586
"7740","Lower Sauk River","Chinook",1968,16146,1244
"7741","Lower Sauk River","Chinook",1969,26076,971
"7742","Lower Sauk River","Chinook",1970,6957,1891
"7743","Lower Sauk River","Chinook",1971,8096,1893
"7744","Lower Sauk River","Chinook",1972,17775,2295
"7745","Lower Sauk River","Chinook",1973,10903,3991
"7746","Lower Sauk River","Chinook",1974,14670,1135
"7747","Lower Sauk River","Chinook",1975,14427,997
"7748","Lower Sauk River","Chinook",1976,19468,1840
"7749","Lower Sauk River","Chinook",1977,12544,970
"7750","Lower Sauk River","Chinook",1978,10266,1716
"7751","Lower Sauk River","Chinook",1979,3482,1698
"7752","Lower Sauk River","Chinook",1980,3602,2816
"7753","Lower Sauk River","Chinook",1981,5852,1726
"7754","Lower Sauk River","Chinook",1982,3840,1170
"7755","Lower Sauk River","Chinook",1983,3235,392
"7756","Lower Sauk River","Chinook",1984,5759,708
"7757","Lower Sauk River","Chinook",1985,1922,540
"7758","Lower Sauk River","Chinook",1986,5001,1143
"7759","Lower Sauk River","Chinook",1987,2324,810
"7760","Lower Sauk River","Chinook",1988,2324,1101
"7761","Lower Sauk River","Chinook",1989,836,469
"7762","Lower Sauk River","Chinook",1990,334,1323
"7763","Lower Sauk River","Chinook",1991,861,668
"7764","Lower Sauk River","Chinook",1992,2634,474
"7765","Lower Sauk River","Chinook",1993,665,215
"7766","Lower Sauk River","Chinook",1994,940,135
"7767","Lower Sauk River","Chinook",1995,522,286
"7768","Lower Sauk River","Chinook",1996,3013,1132
"7769","Lower Sauk River","Chinook",1997,1798,305
"7770","Lower Sauk River","Chinook",1998,1463,482
"7771","Lower Sauk River","Chinook",1999,2274,321
"7772","Lower Sauk River","Chinook",2000,497,603
"7773","Lower Sauk River","Chinook",2001,1219,1103
"7774","Lower Sauk River","Chinook",2002,1781,927
"7775","Lower Sauk River","Chinook",2003,435,1543
"7776","Lower Sauk River","Chinook",2004,1225,476
"7777","Lower Sauk River","Chinook",2005,723,891
"7778","Lower Sauk River","Chinook",2006,614,1232
"7779","Lower Sauk River","Chinook",2007,344,392
"7780","Lower Sauk River","Chinook",2008,1490,555
"7781","Lower Sauk River","Chinook",2009,1743,257
"7782","Lower Sauk River","Chinook",2010,1063,380
"7786","Lower Skagit River","Chinook",1952,11069,2721
"7787","Lower Skagit River","Chinook",1953,13756,1837
"7788","Lower Skagit River","Chinook",1954,20340,1750
"7789","Lower Skagit River","Chinook",1955,31882,1383
"7790","Lower Skagit River","Chinook",1956,54774,1745
"7791","Lower Skagit River","Chinook",1957,32859,2296
"7792","Lower Skagit River","Chinook",1958,7600,3244
"7793","Lower Skagit River","Chinook",1959,24915,5161
"7794","Lower Skagit River","Chinook",1960,15586,9328
"7795","Lower Skagit River","Chinook",1961,25407,4691
"7796","Lower Skagit River","Chinook",1962,30959,1899
"7797","Lower Skagit River","Chinook",1963,17347,3444
"7798","Lower Skagit River","Chinook",1964,32179,2933
"7799","Lower Skagit River","Chinook",1965,9770,4032
"7800","Lower Skagit River","Chinook",1966,41769,4759
"7801","Lower Skagit River","Chinook",1967,32129,3299
"7802","Lower Skagit River","Chinook",1968,42004,4036
"7803","Lower Skagit River","Chinook",1969,30522,3126
"7804","Lower Skagit River","Chinook",1970,19554,6138
"7805","Lower Skagit River","Chinook",1971,18840,6066
"7806","Lower Skagit River","Chinook",1972,57603,7478
"7807","Lower Skagit River","Chinook",1973,21967,4993
"7808","Lower Skagit River","Chinook",1974,26490,3240
"7809","Lower Skagit River","Chinook",1975,26583,3234
"78101","Lower Skagit River","Chinook",1976,32161,5707
"7811","Lower Skagit River","Chinook",1977,14797,2554
"7812","Lower Skagit River","Chinook",1978,15397,3094
"7813","Lower Skagit River","Chinook",1979,32375,3896
"7814","Lower Skagit River","Chinook",1980,11832,4986
"7815","Lower Skagit River","Chinook",1981,16318,2425
"7816","Lower Skagit River","Chinook",1982,22778,1987
"7817","Lower Skagit River","Chinook",1983,7487,3189
"7818","Lower Skagit River","Chinook",1984,16146,2388
"7819","Lower Skagit River","Chinook",1985,2182,1731
"7820","Lower Skagit River","Chinook",1986,17220,4584
"7821","Lower Skagit River","Chinook",1987,3117,2650
"7822","Lower Skagit River","Chinook",1988,7454,2444
"7823","Lower Skagit River","Chinook",1989,2888,1475
"7824","Lower Skagit River","Chinook",1990,3631,3770
"7825","Lower Skagit River","Chinook",1991,307,1530
"7826","Lower Skagit River","Chinook",1992,4442,1364
"7827","Lower Skagit River","Chinook",1993,1664,945
"7828","Lower Skagit River","Chinook",1994,3547,934
"7829","Lower Skagit River","Chinook",1995,1694,668
"7830","Lower Skagit River","Chinook",1996,10182,1568
"7831","Lower Skagit River","Chinook",1997,6738,421
"7832","Lower Skagit River","Chinook",1998,4029,2572
"7833","Lower Skagit River","Chinook",1999,2752,1076
"7834","Lower Skagit River","Chinook",2000,4281,3511
"7835","Lower Skagit River","Chinook",2001,3276,2741
"7836","Lower Skagit River","Chinook",2002,6335,4884
"7837","Lower Skagit River","Chinook",2003,686,1236
"7838","Lower Skagit River","Chinook",2004,6373,3274
"7839","Lower Skagit River","Chinook",2005,3644,3387
"7840","Lower Skagit River","Chinook",2006,1099,3633
"7841","Lower Skagit River","Chinook",2007,1809,1101
"7842","Lower Skagit River","Chinook",2008,6131,2689
"7843","Lower Skagit River","Chinook",2009,2584,1468
"7844","Lower Skagit River","Chinook",2010,3666,1083
"7848","Mid-Hood Canal","Chinook",1968,4837,870
"7849","Mid-Hood Canal","Chinook",1969,5612,820
"7850","Mid-Hood Canal","Chinook",1970,3910,1228
"7851","Mid-Hood Canal","Chinook",1971,3375,1318
"7852","Mid-Hood Canal","Chinook",1972,19355,602
"7853","Mid-Hood Canal","Chinook",1973,2873,870
"7854","Mid-Hood Canal","Chinook",1974,14323,377
"7855","Mid-Hood Canal","Chinook",1975,11476,935
"7856","Mid-Hood Canal","Chinook",1976,3095,381
"7857","Mid-Hood Canal","Chinook",1977,2210,718
"7858","Mid-Hood Canal","Chinook",1978,990,56
"7859","Mid-Hood Canal","Chinook",1979,14103,700
"7860","Mid-Hood Canal","Chinook",1980,6303,267
"7861","Mid-Hood Canal","Chinook",1981,6259,155
"7862","Mid-Hood Canal","Chinook",1982,2972,133
"7863","Mid-Hood Canal","Chinook",1983,766,534
"7864","Mid-Hood Canal","Chinook",1984,766,775
"7865","Mid-Hood Canal","Chinook",1985,1781,1773
"7866","Mid-Hood Canal","Chinook",1986,-70,46
"7867","Mid-Hood Canal","Chinook",1987,584,105
"7868","Mid-Hood Canal","Chinook",1988,1474,128
"7869","Mid-Hood Canal","Chinook",1989,502,125
"7870","Mid-Hood Canal","Chinook",1990,1040,52
"7871","Mid-Hood Canal","Chinook",1991,435,94
"7872","Mid-Hood Canal","Chinook",1992,24,102
"7873","Mid-Hood Canal","Chinook",1993,325,120
"7874","Mid-Hood Canal","Chinook",1994,389,396
"7875","Mid-Hood Canal","Chinook",1995,606,115
"7876","Mid-Hood Canal","Chinook",1996,835,42
"7877","Mid-Hood Canal","Chinook",1997,602,183
"7878","Mid-Hood Canal","Chinook",1998,453,305
"7879","Mid-Hood Canal","Chinook",1999,437,832
"7880","Mid-Hood Canal","Chinook",2000,366,486
"7881","Mid-Hood Canal","Chinook",2001,233,352
"7882","Mid-Hood Canal","Chinook",2002,90,103
"7883","Mid-Hood Canal","Chinook",2003,71,204
"7884","Mid-Hood Canal","Chinook",2004,477,133
"7885","Mid-Hood Canal","Chinook",2005,79,47
"7886","Mid-Hood Canal","Chinook",2006,111,37
"7887","Mid-Hood Canal","Chinook",2007,58,77
"7888","Mid-Hood Canal","Chinook",2008,167,284
"7889","Mid-Hood Canal","Chinook",2009,593,139
"7890","Mid-Hood Canal","Chinook",2010,718,92
"7894","Nisqually River","Chinook",1968,4954,614
"7895","Nisqually River","Chinook",1969,18485,322
"7896","Nisqually River","Chinook",1970,4617,910
"7897","Nisqually River","Chinook",1971,9413,831
"7898","Nisqually River","Chinook",1972,8073,709
"7899","Nisqually River","Chinook",1973,5761,722
"7900","Nisqually River","Chinook",1974,113,510
"7901","Nisqually River","Chinook",1975,14665,565
"7902","Nisqually River","Chinook",1976,31559,450
"7903","Nisqually River","Chinook",1977,5576,234
"7904","Nisqually River","Chinook",1978,15452,194
"7905","Nisqually River","Chinook",1979,27357,1679
"7906","Nisqually River","Chinook",1980,18337,1147
"7907","Nisqually River","Chinook",1981,394,457
"7908","Nisqually River","Chinook",1982,2409,878
"7909","Nisqually River","Chinook",1983,1241,1067
"79101","Nisqually River","Chinook",1984,791,322
"7911","Nisqually River","Chinook",1985,23171,113
"7912","Nisqually River","Chinook",1986,677,304
"7913","Nisqually River","Chinook",1987,16897,118
"7914","Nisqually River","Chinook",1988,864,1343
"7915","Nisqually River","Chinook",1989,8513,2412
"7916","Nisqually River","Chinook",1990,9933,1000
"7917","Nisqually River","Chinook",1991,1347,971
"7918","Nisqually River","Chinook",1992,4992,118
"7919","Nisqually River","Chinook",1993,912,1670
"7920","Nisqually River","Chinook",1994,2744,1781
"7921","Nisqually River","Chinook",1995,1780,858
"7922","Nisqually River","Chinook",1996,16461,623
"7923","Nisqually River","Chinook",1997,866,348
"7924","Nisqually River","Chinook",1998,4841,898
"7925","Nisqually River","Chinook",1999,3135,1399
"7926","Nisqually River","Chinook",2000,5517,1253
"7927","Nisqually River","Chinook",2001,1300,1116
"7928","Nisqually River","Chinook",2002,2932,1602
"7929","Nisqually River","Chinook",2003,122,639
"7930","Nisqually River","Chinook",2004,10899,2788
"7931","Nisqually River","Chinook",2005,1171,2265
"7932","Nisqually River","Chinook",2006,1459,2273
"7933","Nisqually River","Chinook",2007,1394,1769
"7934","Nisqually River","Chinook",2008,884,3527
"7935","Nisqually River","Chinook",2009,3372,907
"7936","Nisqually River","Chinook",2010,2227,2099
"7940","North Fork Stillaguamish River","Chinook",1974,4525,903
"7941","North Fork Stillaguamish River","Chinook",1975,3685,1045
"7942","North Fork Stillaguamish River","Chinook",1976,3867,1849
"7943","North Fork Stillaguamish River","Chinook",1977,2365,1272
"7944","North Fork Stillaguamish River","Chinook",1978,2962,1069
"7945","North Fork Stillaguamish River","Chinook",1979,1980,891
"7946","North Fork Stillaguamish River","Chinook",1980,895,714
"7947","North Fork Stillaguamish River","Chinook",1981,94076,550
"7948","North Fork Stillaguamish River","Chinook",1982,35665,639
"7949","North Fork Stillaguamish River","Chinook",1983,12613,364
"7950","North Fork Stillaguamish River","Chinook",1984,640,332
"7951","North Fork Stillaguamish River","Chinook",1985,319,1220
"7952","North Fork Stillaguamish River","Chinook",1986,3086,1014
"7953","North Fork Stillaguamish River","Chinook",1987,2380,1065
"7954","North Fork Stillaguamish River","Chinook",1988,2451,628
"7955","North Fork Stillaguamish River","Chinook",1989,1927,664
"7956","North Fork Stillaguamish River","Chinook",1990,2612,676
"7957","North Fork Stillaguamish River","Chinook",1991,1031,1426
"7958","North Fork Stillaguamish River","Chinook",1992,1159,545
"7959","North Fork Stillaguamish River","Chinook",1993,1446,589
"7960","North Fork Stillaguamish River","Chinook",1994,1604,725
"7961","North Fork Stillaguamish River","Chinook",1995,516,651
"7962","North Fork Stillaguamish River","Chinook",1996,1564,1058
"7963","North Fork Stillaguamish River","Chinook",1997,1675,877
"7964","North Fork Stillaguamish River","Chinook",1998,1960,1303
"7965","North Fork Stillaguamish River","Chinook",1999,214,965
"7966","North Fork Stillaguamish River","Chinook",2000,1773,1465
"7967","North Fork Stillaguamish River","Chinook",2001,178,1086
"7968","North Fork Stillaguamish River","Chinook",2002,2084,1345
"7969","North Fork Stillaguamish River","Chinook",2003,32,894
"7970","North Fork Stillaguamish River","Chinook",2004,1747,1442
"7971","North Fork Stillaguamish River","Chinook",2005,817,948
"7972","North Fork Stillaguamish River","Chinook",2006,761,1114
"7973","North Fork Stillaguamish River","Chinook",2007,831,598
"7974","North Fork Stillaguamish River","Chinook",2008,1535,1450
"7975","North Fork Stillaguamish River","Chinook",2009,853,1004
"7976","North Fork Stillaguamish River","Chinook",2010,1222,825
"7980","Puyallup River","Chinook",1968,4634,893
"7981","Puyallup River","Chinook",1969,2362,909
"7982","Puyallup River","Chinook",1970,8140,5369
"7983","Puyallup River","Chinook",1971,6612,2253
"7984","Puyallup River","Chinook",1972,13546,934
"7985","Puyallup River","Chinook",1973,812,657
"7986","Puyallup River","Chinook",1974,4256,1542
"7987","Puyallup River","Chinook",1975,9901,1439
"7988","Puyallup River","Chinook",1976,14748,1125
"7989","Puyallup River","Chinook",1977,291,719
"7990","Puyallup River","Chinook",1978,6824,1039
"7991","Puyallup River","Chinook",1979,10521,2497
"7992","Puyallup River","Chinook",1980,11887,2560
"7993","Puyallup River","Chinook",1981,5465,527
"7994","Puyallup River","Chinook",1982,1830,895
"7995","Puyallup River","Chinook",1983,2633,1233
"7996","Puyallup River","Chinook",1984,4167,1299
"7997","Puyallup River","Chinook",1985,4964,1165
"7998","Puyallup River","Chinook",1986,17338,760
"7999","Puyallup River","Chinook",1987,4700,963
"8000","Puyallup River","Chinook",1988,19442,1392
"8001","Puyallup River","Chinook",1989,3365,2564
"8002","Puyallup River","Chinook",1990,7512,3572
"8003","Puyallup River","Chinook",1991,3232,1766
"8004","Puyallup River","Chinook",1992,5922,3088
"8005","Puyallup River","Chinook",1993,2962,2084
"8006","Puyallup River","Chinook",1994,3813,2621
"8007","Puyallup River","Chinook",1995,3743,2750
"8008","Puyallup River","Chinook",1996,2762,2518
"8009","Puyallup River","Chinook",1997,6166,1583
"80101","Puyallup River","Chinook",1998,5750,3192
"8011","Puyallup River","Chinook",1999,5304,2006
"8012","Puyallup River","Chinook",2000,775,1232
"8013","Puyallup River","Chinook",2001,2947,2003
"8014","Puyallup River","Chinook",2002,3049,1848
"8015","Puyallup River","Chinook",2003,3412,1605
"8016","Puyallup River","Chinook",2004,5092,1865
"8017","Puyallup River","Chinook",2005,1645,1092
"8018","Puyallup River","Chinook",2006,831,2315
"8019","Puyallup River","Chinook",2007,2973,3031
"8020","Puyallup River","Chinook",2008,613,2776
"80211","Puyallup River","Chinook",2009,163,1551
"8022","Puyallup River","Chinook",2010,4775,1643
"8023","Puyallup River","Chinook",2011,1672,1514
"8027","Skokomish River","Chinook",1968,633,2483
"8028","Skokomish River","Chinook",1969,10383,2070
"8029","Skokomish River","Chinook",1970,640,2127
"8030","Skokomish River","Chinook",1971,6637,3063
"80312","Skokomish River","Chinook",1972,2610,1087
"8032","Skokomish River","Chinook",1973,7963,1859
"8033","Skokomish River","Chinook",1974,1255,691
"8034","Skokomish River","Chinook",1975,13853,1951
"8035","Skokomish River","Chinook",1976,3769,1160
"8036","Skokomish River","Chinook",1977,815,1602
"8037","Skokomish River","Chinook",1978,370,183
"8038","Skokomish River","Chinook",1979,7040,1285
"8039","Skokomish River","Chinook",1980,6631,504
"8040","Skokomish River","Chinook",1981,8815,157
"80412","Skokomish River","Chinook",1982,10566,293
"8042","Skokomish River","Chinook",1983,3957,1154
"8043","Skokomish River","Chinook",1984,13277,1628
"8044","Skokomish River","Chinook",1985,13289,3193
"8045","Skokomish River","Chinook",1986,1084,2970
"8046","Skokomish River","Chinook",1987,5981,2406
"8047","Skokomish River","Chinook",1988,6815,2694
"8048","Skokomish River","Chinook",1989,2445,1412
"8049","Skokomish River","Chinook",1990,1150,692
"8050","Skokomish River","Chinook",1991,1148,1892
"80512","Skokomish River","Chinook",1992,1120,924
"8052","Skokomish River","Chinook",1993,534,1096
"8053","Skokomish River","Chinook",1994,234,730
"8054","Skokomish River","Chinook",1995,672,1490
"8055","Skokomish River","Chinook",1996,1397,1037
"8056","Skokomish River","Chinook",1997,930,546
"8057","Skokomish River","Chinook",1998,3200,1936
"8058","Skokomish River","Chinook",1999,3075,1740
"8059","Skokomish River","Chinook",2000,2082,1137
"8060","Skokomish River","Chinook",2001,1390,1941
"80612","Skokomish River","Chinook",2002,1834,1500
"8062","Skokomish River","Chinook",2003,1395,1129
"8063","Skokomish River","Chinook",2004,1530,2441
"8064","Skokomish River","Chinook",2005,1291,2049
"8065","Skokomish River","Chinook",2006,1117,1400
"8066","Skokomish River","Chinook",2007,336,641
"8067","Skokomish River","Chinook",2008,662,1279
"8068","Skokomish River","Chinook",2009,230,1130
"8069","Skokomish River","Chinook",2010,793,1396
"8073","Skykomish River","Chinook",1965,17978,4742
"8074","Skykomish River","Chinook",1966,37877,6622
"8075","Skykomish River","Chinook",1967,44640,2946
"8076","Skykomish River","Chinook",1968,12227,4410
"8077","Skykomish River","Chinook",1969,29643,3177
"8078","Skykomish River","Chinook",1970,31662,4737
"8079","Skykomish River","Chinook",1971,16151,6888
"8080","Skykomish River","Chinook",1972,55475,2812
"80812","Skykomish River","Chinook",1973,24817,3686
"8082","Skykomish River","Chinook",1974,103029,4768
"8083","Skykomish River","Chinook",1975,58886,3112
"8084","Skykomish River","Chinook",1976,46456,3322
"8085","Skykomish River","Chinook",1977,1611,4640
"8086","Skykomish River","Chinook",1978,57386,6002
"8087","Skykomish River","Chinook",1979,29378,5281
"8088","Skykomish River","Chinook",1980,48636,5368
"8089","Skykomish River","Chinook",1981,45490,2476
"8090","Skykomish River","Chinook",1982,18871,3752
"80912","Skykomish River","Chinook",1983,15859,2896
"8092","Skykomish River","Chinook",1984,27906,2448
"8093","Skykomish River","Chinook",1985,12420,3664
"8094","Skykomish River","Chinook",1986,27755,3466
"8095","Skykomish River","Chinook",1987,8109,3884
"8096","Skykomish River","Chinook",1988,17315,4096
"8097","Skykomish River","Chinook",1989,3685,2221
"8098","Skykomish River","Chinook",1990,9569,2993
"8099","Skykomish River","Chinook",1991,3118,2207
"8100","Skykomish River","Chinook",1992,5948,2059
"81014","Skykomish River","Chinook",1993,4070,1681
"8102","Skykomish River","Chinook",1994,3693,2972
"8103","Skykomish River","Chinook",1995,3211,2877
"8104","Skykomish River","Chinook",1996,4838,4170
"8105","Skykomish River","Chinook",1997,11104,2161
"8106","Skykomish River","Chinook",1998,9710,4524
"8107","Skykomish River","Chinook",1999,16469,3476
"8108","Skykomish River","Chinook",2000,13990,4821
"8109","Skykomish River","Chinook",2001,5131,4628
"81102","Skykomish River","Chinook",2002,7359,4436
"81114","Skykomish River","Chinook",2003,3250,3490
"8112","Skykomish River","Chinook",2004,8030,7703
"8113","Skykomish River","Chinook",2005,2152,3204
"8114","Skykomish River","Chinook",2006,2189,5898
"8115","Skykomish River","Chinook",2007,2178,2651
"8116","Skykomish River","Chinook",2008,3435,5946
"8117","Skykomish River","Chinook",2009,4429,1416
"8118","Skykomish River","Chinook",2010,683,2608
"8122","Snoqualmie River","Chinook",1965,2239,528
"8123","Snoqualmie River","Chinook",1966,4110,1225
"8124","Snoqualmie River","Chinook",1967,926,324
"8125","Snoqualmie River","Chinook",1968,1330,781
"8126","Snoqualmie River","Chinook",1969,4572,444
"8127","Snoqualmie River","Chinook",1970,1892,827
"8128","Snoqualmie River","Chinook",1971,5251,805
"8129","Snoqualmie River","Chinook",1972,3932,370
"8130","Snoqualmie River","Chinook",1973,6442,672
"81313","Snoqualmie River","Chinook",1974,4794,1103
"8132","Snoqualmie River","Chinook",1975,4474,937
"8133","Snoqualmie River","Chinook",1976,4637,1501
"8134","Snoqualmie River","Chinook",1977,1246,1016
"8135","Snoqualmie River","Chinook",1978,7439,2118
"8136","Snoqualmie River","Chinook",1979,4129,463
"8137","Snoqualmie River","Chinook",1980,9412,1326
"8138","Snoqualmie River","Chinook",1981,3747,965
"8139","Snoqualmie River","Chinook",1982,8237,828
"8140","Snoqualmie River","Chinook",1983,1156,1767
"81413","Snoqualmie River","Chinook",1984,1796,1121
"8142","Snoqualmie River","Chinook",1985,4648,1181
"8143","Snoqualmie River","Chinook",1986,1600,1168
"8144","Snoqualmie River","Chinook",1987,1761,879
"8145","Snoqualmie River","Chinook",1988,4083,538
"8146","Snoqualmie River","Chinook",1989,5293,965
"8147","Snoqualmie River","Chinook",1990,1597,1300
"8148","Snoqualmie River","Chinook",1991,295,658
"8149","Snoqualmie River","Chinook",1992,5208,729
"8150","Snoqualmie River","Chinook",1993,3110,2448
"81513","Snoqualmie River","Chinook",1994,1430,779
"8152","Snoqualmie River","Chinook",1995,3094,413
"8153","Snoqualmie River","Chinook",1996,8404,1032
"8154","Snoqualmie River","Chinook",1997,5771,1939
"8155","Snoqualmie River","Chinook",1998,4024,1954
"8156","Snoqualmie River","Chinook",1999,6152,1458
"8157","Snoqualmie River","Chinook",2000,2899,1438
"8158","Snoqualmie River","Chinook",2001,5072,3603
"8159","Snoqualmie River","Chinook",2002,3525,2920
"8160","Snoqualmie River","Chinook",2003,3559,1987
"81611","Snoqualmie River","Chinook",2004,1877,3121
"8162","Snoqualmie River","Chinook",2005,1131,1299
"8163","Snoqualmie River","Chinook",2006,2210,2718
"8164","Snoqualmie River","Chinook",2007,1723,2478
"8165","Snoqualmie River","Chinook",2008,4219,3726
"8166","Snoqualmie River","Chinook",2009,1342,899
"8167","Snoqualmie River","Chinook",2010,1021,1836
"81713","South Fork Stillaguamish River","Chinook",1974,971,192
"8172","South Fork Stillaguamish River","Chinook",1975,767,221
"8173","South Fork Stillaguamish River","Chinook",1976,824,391
"8174","South Fork Stillaguamish River","Chinook",1977,463,270
"8175","South Fork Stillaguamish River","Chinook",1978,669,226
"8176","South Fork Stillaguamish River","Chinook",1979,391,188
"8177","South Fork Stillaguamish River","Chinook",1980,518,152
"8178","South Fork Stillaguamish River","Chinook",1981,14690,117
"8179","South Fork Stillaguamish River","Chinook",1982,8453,136
"8180","South Fork Stillaguamish River","Chinook",1983,2852,77
"81813","South Fork Stillaguamish River","Chinook",1984,170,72
"8182","South Fork Stillaguamish River","Chinook",1985,124,280
"8183","South Fork Stillaguamish River","Chinook",1986,1204,310
"8184","South Fork Stillaguamish River","Chinook",1987,569,256
"8185","South Fork Stillaguamish River","Chinook",1988,642,136
"8186","South Fork Stillaguamish River","Chinook",1989,510,265
"8187","South Fork Stillaguamish River","Chinook",1990,597,219
"8188","South Fork Stillaguamish River","Chinook",1991,354,143
"8189","South Fork Stillaguamish River","Chinook",1992,334,172
"8190","South Fork Stillaguamish River","Chinook",1993,456,137
"81912","South Fork Stillaguamish River","Chinook",1994,604,103
"8192","South Fork Stillaguamish River","Chinook",1995,329,184
"8193","South Fork Stillaguamish River","Chinook",1996,438,268
"8194","South Fork Stillaguamish River","Chinook",1997,220,227
"8195","South Fork Stillaguamish River","Chinook",1998,791,278
"8196","South Fork Stillaguamish River","Chinook",1999,10,261
"8197","South Fork Stillaguamish River","Chinook",2000,283,244
"8198","South Fork Stillaguamish River","Chinook",2001,9,286
"8199","South Fork Stillaguamish River","Chinook",2002,494,361
"8200","South Fork Stillaguamish River","Chinook",2003,22,107
"82011","South Fork Stillaguamish River","Chinook",2004,530,189
